property_name,address,type,size,room_num,bathroom_num,price,precise_address,longitude,latitude
南雄大厦 B座,坚尼地城,屋苑,413,2,1,"18,000",香港坚尼地城南雄大厦 B座,114.163825,22.276284
兴业大厦,西营盘,公寓,400,2,1,"18,500",香港西营盘兴业大厦,114.213699,22.331556
安荣大厦,中上环,公寓,350,1,1,"19,000",香港中上环安荣大厦,114.163825,22.276284
泽安阁,坚尼地城,公寓,368,1,1,"19,000",香港坚尼地城泽安阁,114.185987,22.264783
中南楼,湾仔,公寓,370,1,1,"18,700",香港湾仔中南楼,114.163825,22.276284
卑利街 37-39号,中上环,单幢式大厦,305,1,1,"16,500",香港中上环卑利街 37-39号,114.158107,22.280454
新佳大厦,中上环,公寓,362,2,1,"18,000",香港中上环新佳大厦,114.163825,22.276284
明珠阁,坚尼地城,公寓,405,2,1,"19,000",香港坚尼地城明珠阁,114.163825,22.276284
雍翠台,中上环,公寓,377,1,1,"19,000",香港中上环雍翠台,114.15558,22.280678
傲云峰,土瓜湾,屋苑,479,2,1,"17,800",香港土瓜湾傲云峰,114.195333,22.320513
豪景台,中上环,单幢式大厦,392,1,1,"19,000",香港中上环豪景台,114.163825,22.276284
明贤大厦,湾仔,公寓,348,2,1,"17,800",香港湾仔明贤大厦,114.163825,22.276284
63 Pokfulam,西营盘,屋苑,271,1,1,"19,000",香港西营盘63 Pokfulam,114.144729,22.283989
誉都,筲箕湾,单幢式大厦,446,2,1,"18,800",香港筲箕湾誉都,114.234978,22.275458
SAVANNAH,将军澳/坑口,屋苑,312,1,1,"16,300",香港将军澳/坑口SAVANNAH,114.273724,22.314015
鸿光大厦,旺角,单幢式大厦,452,3,1,"16,800",香港旺角鸿光大厦,114.163825,22.276284
御金·国峯,油麻地,屋苑,472,1,1,"17,800",香港油麻地御金·国峯,114.170677,22.306487
永昌大厦,油麻地,单幢式大厦,446,3,1,"17,000",香港油麻地永昌大厦,114.18055,22.303968
港湾豪庭 1期 4座,大角咀,屋苑,326,2,1,"17,000",香港大角咀港湾豪庭 1期 4座,114.16648,22.321596
晋宝大厦,跑马地,单幢式大厦,369,1,1,"17,000",香港跑马地晋宝大厦,114.188983,22.266227
晋宝大厦,跑马地,单幢式大厦,369,1,1,"16,500",香港跑马地晋宝大厦,114.188983,22.266227
蓝湾半岛,小西湾,屋苑,457,2,1,"18,500",香港小西湾蓝湾半岛,114.254796,22.263535
永顺大厦,炮台山,公寓,447,2,1,"16,500",香港炮台山永顺大厦,114.249442,22.291972
愉景湾 4期- 蘅峰,愉景湾,公寓,760,3,2,"17,800",香港愉景湾愉景湾 4期- 蘅峰,114.027788,22.292031
映湾园1期 - 赏涛轩5座,东涌,屋苑,735,2,2,"18,500",香港东涌映湾园1期 - 赏涛轩5座,113.955002,22.288893
愉景湾 4期 - 蘅峰: 蘅安径 彩晖阁,愉景湾,公寓,609,2,1,"18,000",香港愉景湾愉景湾 4期 - 蘅峰: 蘅安径 彩晖阁,114.028074,22.290676
愉景湾 5期 - 颐峰 1 座 靖山阁,愉景湾,公寓,693,2,1,"17,000",香港愉景湾愉景湾 5期 - 颐峰 1 座 靖山阁,114.027788,22.292031
愉景湾 4期 - 蘅峰: 蘅安径 宝安阁,愉景湾,公寓,545,2,1,"16,800",香港愉景湾愉景湾 4期 - 蘅峰: 蘅安径 宝安阁,114.028978,22.292781
启发大厦,中上环,单幢式大厦,380,1,1,"17,500",香港中上环启发大厦,114.163825,22.276284
皇后大道中(大厦单位),中上环,单幢式大厦,429,2,1,"18,000",香港中上环皇后大道中(大厦单位),114.162806,22.277789
永利大廈,中上环,单幢式大厦,450,2,1,"18,500",香港中上环永利大廈,114.169247,22.317707
卑利街 37-39号,中上环,单幢式大厦,468,1,1,"18,500",香港中上环卑利街 37-39号,114.158107,22.280454
余庆大厦,中上环,单幢式大厦,525,2,1,"17,500",香港中上环余庆大厦,114.163825,22.276284
太庆大厦,中上环,单幢式大厦,367,2,1,"16,800",香港中上环太庆大厦,114.163825,22.276284
晋宝大厦,跑马地,单幢式大厦,369,1,1,"17,000",香港跑马地晋宝大厦,114.188983,22.266227
南丰新邨 2 座,鰂魚涌,屋苑,391,2,1,"18,500",香港鰂魚涌南丰新邨 2 座,114.207558,22.291498
牽晴間,粉岭,屋苑,714,3,2,"18,500",香港粉岭牽晴間,114.148568,22.484217
西貢村屋,西貢,村屋,700,3,2,"16,500",香港西貢西貢村屋,114.163825,22.276284
嘉亨湾,西湾河,屋苑,314,1,1,"17,000",香港西湾河嘉亨湾,114.228685,22.282235
金风大厦,西半山,单幢式大厦,428,2,1,"17,500",香港西半山金风大厦,114.163825,22.276284
日出康城 5A期 - MALIBU,将军澳/坑口,屋苑,369,1,1,"18,500",香港将军澳/坑口日出康城 5A期 - MALIBU,114.27736,22.292733
映湾园3期 - 悦涛轩10座,东涌,屋苑,722,3,2,"18,500",香港东涌映湾园3期 - 悦涛轩10座,113.955002,22.288893
康威花园 A座,中上环,屋苑,412,2,1,"18,800",香港中上环康威花园 A座,114.163825,22.276284
德东楼,西营盘,单幢式大厦,520,3,1,"18,500",香港西营盘德东楼,114.144729,22.283989
天悦阁,西营盘,单幢式大厦,422,2,1,"18,000",香港西营盘天悦阁,114.144729,22.283989
美兰阁,西半山,单幢式大厦,335,1,1,"18,000",香港西半山美兰阁,114.163825,22.276284
宝庆大厦,中上环,单幢式大厦,429,1,1,"18,500",香港中上环宝庆大厦,114.163825,22.276284
嘉宝大厦,中上环,单幢式大厦,343,1,1,"18,000",香港中上环嘉宝大厦,114.163825,22.276284
展鸿阁,坚尼地城,单幢式大厦,323,1,1,"18,200",香港坚尼地城展鸿阁,114.163825,22.276284
普庆阁,西半山,单幢式大厦,304,1,1,"18,000",香港西半山普庆阁,114.163825,22.276284
光前大厦 1座,坚尼地城,单幢式大厦,285,1,1,"18,600",香港坚尼地城光前大厦 1座,114.141608,22.284369
祺安大厦,中上环,单幢式大厦,257,1,1,"17,400",香港中上环祺安大厦,114.163825,22.276284
卑利街66-66A号,中上环,单幢式大厦,435,1,1,"16,800",香港中上环卑利街66-66A号,114.15711,22.279275
永利大廈,中上环,单幢式大厦,450,2,1,"18,500",香港中上环永利大廈,114.169247,22.317707
宝泰大厦,中上环,单幢式大厦,435,2,1,"18,000",香港中上环宝泰大厦,114.163825,22.276284
永乐街109-111号,中上环,单幢式大厦,500,1,1,"18,000",香港中上环永乐街109-111号,114.15644,22.28351
卫城阁,西半山,单幢式大厦,350,1,1,"18,300",香港西半山卫城阁,114.163825,22.276284
祺安大厦,中上环,单幢式大厦,350,1,1,"17,800",香港中上环祺安大厦,114.163825,22.276284
高华大厦,湾仔,单幢式大厦,350,1,1,"18,000",香港湾仔高华大厦,114.163825,22.276284
联发大厦,湾仔,单幢式大厦,318,2,1,"18,300",香港湾仔联发大厦,114.15141,22.284326
联利大楼,观塘,单幢式大厦,318,2,1,"18,300",香港观塘联利大楼,114.163825,22.276284
启丰大厦,中上环,单幢式大厦,400,2,1,"18,000",香港中上环启丰大厦,114.163825,22.276284
卫城阁,西半山,单幢式大厦,335,1,1,"18,500",香港西半山卫城阁,114.163825,22.276284
湾景中心大厦 B座,湾仔,屋苑,325,1,1,"17,300",香港湾仔湾景中心大厦 B座,114.181189,22.277502
康威花园,中上环,屋苑,380,1,1,"19,000",香港中上环康威花园,114.163825,22.276284
懋华大厦,坚尼地城,单幢式大厦,380,2,1,"18,000",香港坚尼地城懋华大厦,114.163825,22.276284
太源阁,湾仔,单幢式大厦,311,2,1,"18,000",香港湾仔太源阁,114.163825,22.276284
福临阁,西半山,单幢式大厦,394,2,1,"19,000",香港西半山福临阁,114.030439,22.452759
傲云峰,土瓜湾,屋苑,520,2,1,"19,000",香港土瓜湾傲云峰,114.195333,22.320513
艺里坊?1号,西营盘,单幢式大厦,257,1,1,"18,000",香港西营盘艺里坊?1号,114.144729,22.283989
黄埔花园,黃埔,屋苑,466,2,1,"17,000",香港黃埔黄埔花园,114.194867,22.301238
黄埔花园二期 - 锦桃苑 15 座,黃埔,屋苑,466,2,1,"18,000",香港黃埔黄埔花园二期 - 锦桃苑 15 座,114.19343,22.30158
熙华大厦 B座,湾仔,屋苑,392,2,1,"18,000",香港湾仔熙华大厦 B座,114.176199,22.275045
莉景阁,中上环,公寓,366,2,1,"18,500",香港中上环莉景阁,114.163825,22.276284
Skypark,旺角,单幢式大厦,397,1,1,"19,000",香港旺角Skypark,114.163825,22.276284
骏发花园,油麻地,屋苑,478,2,1,"17,500",香港油麻地骏发花园,114.173307,22.308105
嘉威花园,西半山,公寓,366,1,1,"17,000",香港西半山嘉威花园,114.163825,22.276284
港湾豪庭,大角咀,屋苑,344,1,1,"17,000",香港大角咀港湾豪庭,114.16648,22.321596
德福花园,九龙湾,屋苑,517,2,1,"17,000",香港九龙湾德福花园,114.217584,22.320788
联基新楼,坚尼地城,屋苑,339,2,1,"17,200",香港坚尼地城联基新楼,114.163825,22.276284
泰安阁,太子,单幢式大厦,433,3,1,"17,500",香港太子泰安阁,114.195528,22.325362
福熙苑,西半山,公寓,350,1,1,"17,000",香港西半山福熙苑,114.156975,22.276884
愉景湾10期 - 時峰,愉景湾,屋苑,580,2,1,"18,000",香港愉景湾愉景湾10期 - 時峰,114.027788,22.292031
歌赋街11号,中上环,公寓,350,1,1,"17,000",香港中上环歌赋街11号,114.157831,22.281513
宝明阁,北角半山/宝马山,公寓,330,1,1,"16,800",香港北角半山/宝马山宝明阁,113.9369,22.225084
福安大厦,湾仔,单幢式大厦,365,1,1,"17,000",香港湾仔福安大厦,114.183791,22.274919
英利大厦,湾仔,公寓,405,2,1,"16,500",香港湾仔英利大厦,114.183486,22.275905
业昌大厦,西营盘,公寓,420,2,1,"18,200",香港西营盘业昌大厦,114.144729,22.283989
翡翠阁,坚尼地城,公寓,313,1,1,"16,200",香港坚尼地城翡翠阁,114.135033,22.28124
将军澳中心,将军澳/坑口,屋苑,465,2,1,"17,000",香港将军澳/坑口将军澳中心,114.26237,22.30477
肇如大厦,长沙湾,单幢式大厦,386,1,1,"18,000",香港长沙湾肇如大厦,114.163825,22.276284
将军澳中心,将军澳/坑口,屋苑,384,2,1,"17,000",香港将军澳/坑口将军澳中心,114.26237,22.30477
丽港城,蓝田,屋苑,517,2,1,"17,000",香港蓝田丽港城,114.230501,22.302961
愉景湾10期 - 時峰 1座,愉景湾,公寓,580,2,1,"18,000",香港愉景湾愉景湾10期 - 時峰 1座,114.027788,22.292031
其发大厦,湾仔,单幢式大厦,390,2,1,"18,500",香港湾仔其发大厦,114.163825,22.276284
港湾豪庭,大角咀,屋苑,347,1,1,"16,500",香港大角咀港湾豪庭,114.16648,22.321596
美松苑,沙田,屋苑,554,3,1,"19,000",香港沙田美松苑,114.178802,22.37734
沙田第一城,沙田,屋苑,451,3,1,"17,500",香港沙田沙田第一城,114.207932,22.384895
美兰阁,西半山,公寓,335,2,1,"16,800",香港西半山美兰阁,114.163825,22.276284
天晋,将军澳/坑口,屋苑,534,2,1,"19,000",香港将军澳/坑口天晋,114.273724,22.314015
腾龙台,清水湾,村屋,700,3,1,"16,800",香港清水湾腾龙台,114.291885,22.284075
日出康城 4A期 - 晋海,将军澳/坑口,屋苑,472,2,1,"16,500",香港将军澳/坑口日出康城 4A期 - 晋海,114.27736,22.292733
日出康城,将军澳/坑口,屋苑,673,3,2,"18,500",香港将军澳/坑口日出康城,114.27736,22.292733
鲤湾天下,油塘,屋苑,452,2,1,"17,500",香港油塘鲤湾天下,114.242639,22.294572
南豐广场,将军澳/坑口,屋苑,454,2,1,"16,500",香港将军澳/坑口南豐广场,114.268959,22.312317
蓝塘傲,将军澳/坑口,屋苑,404,1,1,"17,000",香港将军澳/坑口蓝塘傲,114.273724,22.314015
文辉楼,佐敦,屋苑,565,2,1,"17,500",香港佐敦文辉楼,114.171009,22.304806
天晋IIIA,将军澳/坑口,屋苑,365,1,1,"16,800",香港将军澳/坑口天晋IIIA,114.273724,22.314015
维港湾 6座,奥运站,单幢式大厦,459,2,1,"18,000",香港奥运站维港湾 6座,114.165394,22.314865
碧丽苑,跑马地,单幢式大厦,485,2,1,"19,000",香港跑马地碧丽苑,114.22418,22.315137
利荣大楼,湾仔,公寓,290,1,1,"18,500",香港湾仔利荣大楼,114.163825,22.276284
Skypark,旺角,屋苑,404,1,1,"19,000",香港旺角Skypark,114.163825,22.276284
宝玉阁,西半山,公寓,370,1,1,"18,000",香港西半山宝玉阁,114.153816,22.280104
福熙苑,西半山,公寓,344,2,1,"17,300",香港西半山福熙苑,114.156975,22.276884
迎海,马鞍山,屋苑,497,3,1,"18,000",香港马鞍山迎海,114.163825,22.276284
港湾豪庭,大角咀,屋苑,340,2,1,"16,500",香港大角咀港湾豪庭,114.16648,22.321596
The Campton,深水埗,屋苑,465,2,1,"18,800",香港深水埗The Campton,114.163825,22.276284
升悦居,荔枝角,屋苑,491,2,1,"17,000",香港荔枝角升悦居,114.154326,22.331281
泓景台,长沙湾,屋苑,480,2,1,"16,800",香港长沙湾泓景台,114.153121,22.331653
嘉亨湾5座,西湾河,屋苑,314,1,1,"17,500",香港西湾河嘉亨湾5座,114.229655,22.282411
清水湾村屋,清水湾,村屋,700,3,1,"18,000",香港清水湾清水湾村屋,114.291885,22.284075
奕荫街 (大厦单位),跑马地,单幢式大厦,563,1,1,"17,800",香港跑马地奕荫街 (大厦单位),114.188983,22.266227
锦屏楼,北角,单幢式大厦,530,3,1,"16,500",香港北角锦屏楼,114.163825,22.276284
嘉泰大厦,跑马地,单幢式大厦,471,1,1,"19,000",香港跑马地嘉泰大厦,114.188983,22.266227
将军澳中心,将军澳/坑口,屋苑,431,2,1,"16,500",香港将军澳/坑口将军澳中心,114.26237,22.30477
将军澳中心,将军澳/坑口,屋苑,465,2,1,"16,500",香港将军澳/坑口将军澳中心,114.26237,22.30477
新威大厦,中上环,公寓,337,1,1,"17,500",香港中上环新威大厦,114.163825,22.276284
愉景湾 4期 - 蘅峰: 蘅安径 宝安阁,愉景湾,公寓,708,3,2,"18,000",香港愉景湾愉景湾 4期 - 蘅峰: 蘅安径 宝安阁,114.028978,22.292781
康怡花园 R 座,太古城/康怡,屋苑,466,2,1,"19,000",香港太古城/康怡康怡花园 R 座,114.219675,22.283189
東環,东涌,屋苑,595,3,2,"18,000",香港东涌東環,113.939633,22.280441
日出康城,将军澳/坑口,屋苑,519,2,1,"18,000",香港将军澳/坑口日出康城,114.27736,22.292733
清水湾半岛,将军澳/坑口,屋苑,523,2,1,"17,000",香港将军澳/坑口清水湾半岛,114.272758,22.305096
福安花园,马鞍山,居屋/夾屋/公屋,569,3,1,"19,000",香港马鞍山福安花园,114.030872,22.451965
蔚翠花园,上水,屋苑,716,3,2,"18,000",香港上水蔚翠花园,114.163825,22.276284
聽涛雅苑,马鞍山,屋苑,526,2,1,"18,500",香港马鞍山聽涛雅苑,114.163825,22.276284
愉景湾 5期 - 颐峰 9座 涛山阁,愉景湾,公寓,757,2,1,"17,000",香港愉景湾愉景湾 5期 - 颐峰 9座 涛山阁,114.014858,22.303677
Monterey,将军澳/坑口,屋苑,370,1,1,"17,500",香港将军澳/坑口Monterey,114.273724,22.314015
嘉悦,将军澳/坑口,屋苑,461,2,1,"18,500",香港将军澳/坑口嘉悦,114.273724,22.314015
碧海蓝天,长沙湾,屋苑,494,2,1,"16,800",香港长沙湾碧海蓝天,114.153143,22.329747
宏富大厦,尖沙咀,单幢式大厦,483,2,1,"16,300",香港尖沙咀宏富大厦,114.180947,22.299097
兴漢大厦,天后,单幢式大厦,490,2,1,"19,000",香港天后兴漢大厦,114.163825,22.276284
愉景湾 7期 - 海寧居 海愉阁,愉景湾,公寓,451,1,1,"16,500",香港愉景湾愉景湾 7期 - 海寧居 海愉阁,114.023065,22.290659
愉景湾 5期 - 颐峰 2座 韶山阁,愉景湾,公寓,876,3,2,"19,000",香港愉景湾愉景湾 5期 - 颐峰 2座 韶山阁,114.027788,22.292031
愉景湾12期 - 海澄湖畔二段 H5座 逸澄阁,愉景湾,公寓,631,2,1,"18,800",香港愉景湾愉景湾12期 - 海澄湖畔二段 H5座 逸澄阁,114.01707,22.304909
愉景湾 1期 - 明翠台: 2座 观海楼,愉景湾,公寓,588,2,1,"17,000",香港愉景湾愉景湾 1期 - 明翠台: 2座 观海楼,114.027788,22.292031
清水湾,清水湾,村屋,700,3,1,"17,500",香港清水湾清水湾,114.291885,22.284075
隽琚,大坑,单幢式大厦,333,1,1,"19,000",香港大坑隽琚,114.200628,22.271648
愉景湾 5期 - 颐峰 1 座 靖山阁,愉景湾,公寓,693,2,1,"16,500",香港愉景湾愉景湾 5期 - 颐峰 1 座 靖山阁,114.027788,22.292031
铜锣湾道 (大厦单位),铜锣湾,公寓,574,2,1,"17,800",香港铜锣湾铜锣湾道 (大厦单位),114.189409,22.278213
恒利大厦,尖沙咀,单幢式大厦,339,1,1,"16,800",香港尖沙咀恒利大厦,114.163825,22.276284
愉景湾1期 - 明翠台,愉景湾,公寓,588,2,2,"18,000",香港愉景湾愉景湾1期 - 明翠台,114.027788,22.292031
愉升阁,跑马地,公寓,319,1,1,"16,500",香港跑马地愉升阁,114.188983,22.266227
晋宝大厦,跑马地,单幢式大厦,369,1,1,"17,000",香港跑马地晋宝大厦,114.188983,22.266227
晋宝大厦,跑马地,单幢式大厦,369,1,1,"16,500",香港跑马地晋宝大厦,114.188983,22.266227
愉升阁,跑马地,单幢式大厦,319,1,1,"16,500",香港跑马地愉升阁,114.188983,22.266227
祺安大厦,中上环,公寓,257,1,1,"17,000",香港中上环祺安大厦,114.163825,22.276284
特丽楼,湾仔,公寓,400,2,1,"18,000",香港湾仔特丽楼,114.163825,22.276284
富裕台,佐敦,屋苑,455,2,1,"18,000",香港佐敦富裕台,114.163825,22.276284
都会轩 1座,紅磡,公寓,488,1,1,"18,000",香港紅磡都会轩 1座,114.163825,22.276284
V Happy Valley,跑马地,公寓,333,2,1,"18,000",香港跑马地V Happy Valley,114.188983,22.266227
普庆阁,西半山,公寓,350,2,1,"18,000",香港西半山普庆阁,114.163825,22.276284
美琳苑,薄扶林,公寓,370,1,1,"18,500",香港薄扶林美琳苑,114.133146,22.267526
金庭居,西半山,公寓,304,2,1,"17,000",香港西半山金庭居,114.156671,22.278755
怡富阁,西半山,公寓,343,2,1,"18,500",香港西半山怡富阁,114.163825,22.276284
南丰新邨 11 座,鰂魚涌,屋苑,516,3,1,"19,000",香港鰂魚涌南丰新邨 11 座,114.207558,22.291498
华宝大厦,尖沙咀,单幢式大厦,413,2,1,"16,300",香港尖沙咀华宝大厦,114.163825,22.276284
景怡居,西半山,公寓,329,1,1,"17,800",香港西半山景怡居,114.156394,22.2798
南丰新邨 3 座,鰂魚涌,屋苑,391,2,1,"17,500",香港鰂魚涌南丰新邨 3 座,114.207558,22.291498
兴汉大厦,西半山,公寓,466,2,1,"18,000",香港西半山兴汉大厦,114.163825,22.276284
天晋IIIA,将军澳/坑口,屋苑,362,1,1,"17,000",香港将军澳/坑口天晋IIIA,114.273724,22.314015
日出康城 1期 - 首都,将军澳/坑口,屋苑,518,2,1,"16,500",香港将军澳/坑口日出康城 1期 - 首都,114.27736,22.292733
形品.星寓,大角咀,屋苑,367,1,1,"17,000",香港大角咀形品.星寓,114.17018,22.318332
凱滙,观塘,屋苑,449,1,1,"19,000",香港观塘凱滙,114.163825,22.276284
利奥坊·晓岸 (2座),大角咀,屋苑,238,1,1,"17,000",香港大角咀利奥坊·晓岸 (2座),114.16609,22.318015
康侨大厦,油麻地,单幢式大厦,489,3,1,"19,000",香港油麻地康侨大厦,114.18055,22.303968
御皇庭,上水,屋苑,569,3,1,"17,800",香港上水御皇庭,114.131997,22.492313
南丰新邨 8 座,鰂魚涌,屋苑,391,2,1,"16,500",香港鰂魚涌南丰新邨 8 座,114.207558,22.291498
愉景湾 3期 康慧台: 康宁阁,愉景湾,公寓,591,2,1,"16,900",香港愉景湾愉景湾 3期 康慧台: 康宁阁,114.027788,22.292031
明新大厦,大坑,公寓,522,2,1,"18,000",香港大坑明新大厦,114.200628,22.271648
宝富大厦,铜锣湾,公寓,495,2,1,"19,000",香港铜锣湾宝富大厦,114.189409,22.278213
跑马地 (洋房),跑马地,公寓,601,3,1,"18,000",香港跑马地跑马地 (洋房),114.188983,22.266227
香海大厦,湾仔,公寓,450,3,2,"17,500",香港湾仔香海大厦,114.165393,22.272197
怡富阁,西半山,公寓,343,2,1,"18,500",香港西半山怡富阁,114.163825,22.276284
晓峯湾畔,马鞍山,屋苑,482,2,1,"17,000",香港马鞍山晓峯湾畔,114.227251,22.407057
沙田第一城,沙田,屋苑,451,3,2,"17,800",香港沙田沙田第一城,114.207932,22.384895
壹号雲頂 (第一期),大围,屋苑,415,1,1,"16,500",香港大围壹号雲頂 (第一期),114.183419,22.378287
荟朗,马鞍山,屋苑,411,2,1,"16,500",香港马鞍山荟朗,114.163825,22.276284
富嘉花园,大围,居屋/夾屋/公屋,484,2,1,"17,500",香港大围富嘉花园,114.163825,22.276284
雅涛居,马鞍山,屋苑,488,2,1,"18,000",香港马鞍山雅涛居,114.163825,22.276284
雅涛居,马鞍山,屋苑,501,2,1,"18,000",香港马鞍山雅涛居,114.163825,22.276284
锦丰苑,马鞍山,居屋/夾屋/公屋,540,2,1,"17,000",香港马鞍山锦丰苑,114.230773,22.421215
牽晴間,粉岭,屋苑,570,3,2,"17,000",香港粉岭牽晴間,114.148568,22.484217
聽涛雅苑,马鞍山,屋苑,526,2,1,"18,500",香港马鞍山聽涛雅苑,114.163825,22.276284
花都广场,粉岭,屋苑,526,3,1,"16,500",香港粉岭花都广场,114.163825,22.276284
泥涌村,西貢,村屋,700,2,1,"17,000",香港西貢泥涌村,114.260978,22.426471
嘉熙,大埔,屋苑,465,2,1,"18,000",香港大埔嘉熙,114.163825,22.276284
锦龙苑,马鞍山,居屋/夾屋/公屋,645,3,1,"19,000",香港马鞍山锦龙苑,114.244507,22.423117
欣廷轩,沙田,屋苑,393,2,1,"17,800",香港沙田欣廷轩,114.208313,22.379217
太平阁,何文田,单幢式大厦,442,2,1,"18,800",香港何文田太平阁,114.233368,22.332035
中源中心 A座,中上环,屋苑,336,2,1,"17,500",香港中上环中源中心 A座,114.163825,22.276284
愉景湾 5期 - 颐峰,愉景湾,公寓,649,2,1,"18,000",香港愉景湾愉景湾 5期 - 颐峰,114.027788,22.292031
丰景花园,火炭,屋苑,537,3,1,"18,000",香港火炭丰景花园,114.163825,22.276284
深湾轩,鴨脷洲,屋苑,499,2,1,"19,000",香港鴨脷洲深湾轩,114.163825,22.276284
yoo Residence,铜锣湾,单幢式大厦,355,1,1,"19,000",香港铜锣湾yoo Residence,114.189409,22.278213
富裕台,佐敦,屋苑,465,2,1,"18,800",香港佐敦富裕台,114.163825,22.276284
中环大厦,中上环,单幢式大厦,336,1,1,"18,000",香港中上环中环大厦,114.163825,22.276284
映湾园,东涌,屋苑,784,3,2,"19,000",香港东涌映湾园,113.955002,22.288893
丽园大厦,铜锣湾,单幢式大厦,482,3,1,"18,000",香港铜锣湾丽园大厦,114.189409,22.278213
鸿褔大厦,湾仔,公寓,357,2,1,"17,000",香港湾仔鸿褔大厦,114.163825,22.276284
帝城大厦,湾仔,公寓,383,2,1,"17,000",香港湾仔帝城大厦,114.183545,22.276952
杜智台 A座,湾仔,公寓,427,2,1,"18,500",香港湾仔杜智台 A座,114.163825,22.276284
侨兴大厦,天后,单幢式大厦,540,2,2,"19,000",香港天后侨兴大厦,114.163825,22.276284
懋华大厦,坚尼地城,公寓,450,2,1,"17,000",香港坚尼地城懋华大厦,114.163825,22.276284
懋华大厦,坚尼地城,公寓,388,2,1,"18,200",香港坚尼地城懋华大厦,114.163825,22.276284
卫城阁,西半山,公寓,318,1,1,"18,500",香港西半山卫城阁,114.163825,22.276284
英邦大厦,中上环,公寓,350,1,1,"16,800",香港中上环英邦大厦,114.163825,22.276284
士丹顿街40号,中上环,单幢式大厦,412,1,1,"16,500",香港中上环士丹顿街40号,114.157126,22.279819
卑利街63号 / 士丹顿街36号,中上环,单幢式大厦,360,1,1,"18,800",香港中上环卑利街63号 / 士丹顿街36号,114.157218,22.279753
华冠大厦,中上环,公寓,280,1,1,"17,500",香港中上环华冠大厦,114.163825,22.276284
太康大厦,坚尼地城,单幢式大厦,327,2,1,"17,800",香港坚尼地城太康大厦,114.163825,22.276284
富裕台,佐敦,屋苑,455,2,1,"18,500",香港佐敦富裕台,114.163825,22.276284
匯景花园,蓝田,屋苑,537,2,1,"18,000",香港蓝田匯景花园,114.239025,22.303511
富雅花园,北角,公寓,452,2,1,"17,500",香港北角富雅花园,114.163825,22.276284
德福花园 U座,九龙湾,屋苑,494,2,1,"17,000",香港九龙湾德福花园 U座,114.217936,22.322543
英皇道 55-57號,北角,公寓,603,3,1,"18,000",香港北角英皇道 55-57號,114.197646,22.282378
深湾轩,鴨脷洲,公寓,508,2,1,"17,800",香港鴨脷洲深湾轩,114.163825,22.276284
健康村,北角,公寓,400,2,1,"17,000",香港北角健康村,114.211243,22.289158
骆克道470-472号,湾仔,公寓,601,2,1,"16,500",香港湾仔骆克道470-472号,114.18692,22.277446
百合苑,西半山,公寓,333,2,1,"19,000",香港西半山百合苑,114.132123,22.261104
Skypark,旺角,屋苑,399,1,1,"19,000",香港旺角Skypark,114.163825,22.276284
匯璽,深水埗,屋苑,378,1,1,"19,000",香港深水埗匯璽,114.163825,22.276284
匯璽,深水埗,屋苑,363,1,1,"19,000",香港深水埗匯璽,114.163825,22.276284
天晋IIIA,将军澳/坑口,屋苑,362,1,1,"17,000",香港将军澳/坑口天晋IIIA,114.273724,22.314015
启发大厦,中上环,单幢式大厦,380,1,1,"18,800",香港中上环启发大厦,114.163825,22.276284
沙田第一城,沙田,公寓,451,3,1,"17,500",香港沙田沙田第一城,114.207932,22.384895
愉景湾 5期 - 颐峰,愉景湾,公寓,693,2,1,"18,500",香港愉景湾愉景湾 5期 - 颐峰,114.027788,22.292031
迎海 4 期 - 骏岸 7 座,马鞍山,屋苑,513,2,1,"19,000",香港马鞍山迎海 4 期 - 骏岸 7 座,114.163825,22.276284
明新大厦,大坑,单幢式大厦,522,2,1,"18,000",香港大坑明新大厦,114.200628,22.271648
窝打老道8号,油麻地,屋苑,417,2,1,"19,000",香港油麻地窝打老道8号,114.174646,22.309823
維景湾畔,将军澳/坑口,屋苑,503,2,1,"18,500",香港将军澳/坑口維景湾畔,114.273724,22.314015
康乐大楼,旺角,单幢式大厦,606,2,1,"18,800",香港旺角康乐大楼,114.163825,22.276284
和富豪庭,北角,单幢式大厦,440,2,1,"18,500",香港北角和富豪庭,114.201216,22.288994
花园广场,旺角,单幢式大厦,322,2,1,"16,500",香港旺角花园广场,114.146783,22.481998
清水湾村屋,清水湾,村屋,700,3,1,"17,500",香港清水湾清水湾村屋,114.291885,22.284075
鸿光大厦,旺角,单幢式大厦,452,3,1,"16,800",香港旺角鸿光大厦,114.163825,22.276284
德成轩,佐敦,单幢式大厦,429,2,1,"18,000",香港佐敦德成轩,114.163825,22.276284
成德大厦,何文田,单幢式大厦,565,3,2,"18,500",香港何文田成德大厦,114.163825,22.276284
雲华大厦,北角,公寓,656,3,1,"17,800",香港北角雲华大厦,114.200406,22.287551
嘉威花园,西半山,公寓,366,1,1,"17,000",香港西半山嘉威花园,114.163825,22.276284
康怡花园 R 座,太古城/康怡,屋苑,461,2,1,"18,000",香港太古城/康怡康怡花园 R 座,114.219675,22.283189
蓝天海岸 4期 - 水蓝.天岸,东涌,屋苑,568,2,1,"18,000",香港东涌蓝天海岸 4期 - 水蓝.天岸,113.950104,22.290164
德成轩,佐敦,单幢式大厦,429,2,1,"18,000",香港佐敦德成轩,114.163825,22.276284
